,Judge_Name,Judge_Reject,Judge_Impose,Judge_Impose2,Def_Race,Court,Def_Gender,AnyCriminalHistory,crimetype_people,crimetype_violent,crimetype_property,crimetype_drug,crimetype_mva,crimetype_financial,crimetype_firearms,days_btwn_arrest_plea,days_btwn_plea_tender,DefAttorneyType,X1stCharge_Status,X1stPROS_SentLength,X1stPROS_ProbLength,X1stPROS_SentenceType,RehabTreatment,X1stPROS_Prison.,X1stPROS_Probation
495,Rebecca Becker,No,Yes,Unknown,Unknown,Not yet determined,Male,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,415.0,141.0,unknown,Continuance without a finding,1.0,27.0,State Prison,No,No,Yes
496,Julia Obrien,No,Yes,Unknown,White,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,487.0,178.0,a private attorney,Continuance without a finding,10.0,4.0,House of Corrections,Yes,Yes,Yes
497,Kaitlin Flores,Yes,No,Unclear,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,813.0,135.0,unknown,Dismissed,6.0,4.0,Probation,No,No,Yes
498,Rebecca Becker,Yes,Yes,Less,Unknown,District Court,Male,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,292.0,675.0,a court-appointed lawyer,Other,1.0,0.0,"State Prison,Probation",Yes,No,Yes
499,Matthew Perez,No,Yes,Unknown,Other,Not yet determined,Male,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,870.0,57.0,a court-appointed lawyer,Other,2.0,22.0,House of Corrections,Yes,No,No
500,Kaitlin Flores,No,No,Less,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,293.0,362.0,a court-appointed lawyer,Guilty verdict/finding,4.0,29.0,Probation,Yes,Yes,Yes
501,Julia Obrien,No,No,Unknown,White,Superior Court,Female,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,306.0,383.0,unknown,Continuance without a finding,2.0,27.0,"State Prison,Probation",Yes,Yes,Yes
502,Marie Green,Yes,Yes,More,Black,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,526.0,571.0,a court-appointed lawyer,Guilty verdict/finding,8.0,36.0,"State Prison,Probation",No,No,Yes
503,Kaitlin Flores,No,Yes,More,Other,Superior Court,Female,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,424.0,658.0,unknown,Continuance without a finding,0.0,8.0,Probation,Yes,Yes,No
504,Kaitlin Flores,No,Yes,Less,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,452.0,536.0,a private attorney,Guilty verdict/finding,6.0,5.0,State Prison,No,Yes,Yes
505,Marie Green,Yes,Yes,Unknown,Hispanic,Not yet determined,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,879.0,487.0,from CPCS,Guilty verdict/finding,3.0,14.0,State Prison,No,No,No
506,Gregory Wilkins,Yes,No,Unclear,Other,District Court,Female,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,712.0,574.0,a court-appointed lawyer,Continuance without a finding,1.0,46.0,State Prison,No,Yes,Yes
507,Matthew Perez,Yes,Yes,Unclear,Black,District Court,Female,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,655.0,737.0,a court-appointed lawyer,Guilty verdict/finding,6.0,28.0,State Prison,Yes,Yes,Yes
508,Julia Obrien,No,No,Unknown,Hispanic,Superior Court,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,577.0,200.0,unknown,Dismissed,3.0,21.0,House of Corrections,No,Yes,Yes
509,Julia Obrien,Yes,Yes,Less,Unknown,Not yet determined,Female,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,886.0,705.0,from CPCS,Guilty verdict/finding,5.0,15.0,County/Split,No,Yes,Yes
510,Julia Obrien,No,No,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,486.0,610.0,unknown,Dismissed,1.0,44.0,"State Prison,Probation",Yes,Yes,No
511,Gregory Wilkins,Yes,No,More,Unknown,Not yet determined,Male,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,546.0,620.0,a court-appointed lawyer,Nolle Prosequi,0.0,47.0,House of Corrections,No,Yes,Yes
512,Zachary Mccall,Yes,No,Unknown,Hispanic,District Court,Male,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,507.0,294.0,a court-appointed lawyer,267/87,6.0,39.0,"State Prison,Probation",Yes,No,Yes
513,Kaitlin Flores,No,Yes,Unknown,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,379.0,197.0,a private attorney,Guilty verdict/finding,8.0,38.0,"State Prison,Probation",Yes,No,No
514,Paul Russell,Yes,No,Unclear,Hispanic,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,400.0,274.0,unknown,Continuance without a finding,9.0,27.0,State Prison,Yes,No,No
515,Zachary Mccall,No,No,Unknown,White,Superior Court,Male,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,349.0,545.0,a private attorney,Continuance without a finding,0.0,30.0,Probation,No,Yes,Yes
516,Zachary Mccall,No,No,More,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,290.0,432.0,unknown,Dismissed,0.0,12.0,House of Corrections,No,No,Yes
517,Gregory Wilkins,Yes,No,More,Unknown,District Court,Female,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,602.0,673.0,a private attorney,Other,4.0,15.0,House of Corrections,Yes,Yes,Yes
518,Kaitlin Flores,Yes,Yes,Unknown,White,District Court,Female,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,112.0,a court-appointed lawyer,Nolle Prosequi,8.0,10.0,County/Split,Yes,Yes,Yes
519,Marie Green,No,No,Less,White,Not yet determined,Male,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,937.0,465.0,a private attorney,Continuance without a finding,0.0,25.0,House of Corrections,Yes,Yes,Yes
520,Marie Green,Yes,Yes,Less,Other,District Court,Male,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,386.0,669.0,from CPCS,Dismissed,8.0,22.0,County/Split,Yes,Yes,Yes
521,Matthew Perez,Yes,No,Less,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,623.0,445.0,unknown,Nolle Prosequi,5.0,35.0,"State Prison,Probation",No,Yes,Yes
522,Gregory Wilkins,No,No,More,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,219.0,262.0,unknown,Nolle Prosequi,7.0,10.0,House of Corrections,No,Yes,Yes
523,Kaitlin Flores,Yes,Yes,Unknown,Other,Superior Court,Female,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,743.0,792.0,a private attorney,267/87,8.0,20.0,"State Prison,Probation",Yes,Yes,No
524,Paul Russell,No,No,More,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,596.0,648.0,a court-appointed lawyer,Dismissed,4.0,2.0,"State Prison,Probation",No,No,No
525,Matthew Perez,Yes,Yes,Unclear,White,District Court,Female,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,125.0,130.0,unknown,Guilty verdict/finding,3.0,33.0,County/Split,Yes,No,Yes
526,Paul Russell,Yes,No,Less,Other,District Court,Female,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,763.0,259.0,unknown,Other,4.0,35.0,"State Prison,Probation",No,Yes,Yes
527,Matthew Perez,Yes,Yes,Unclear,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,236.0,517.0,a private attorney,Dismissed,5.0,7.0,"State Prison,Probation",No,Yes,Yes
528,Zachary Mccall,Yes,No,More,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,449.0,654.0,unknown,Guilty verdict/finding,5.0,44.0,County/Split,No,No,Yes
529,Roger Hensley,Yes,Yes,Unknown,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,922.0,479.0,a private attorney,Nolle Prosequi,4.0,23.0,House of Corrections,No,Yes,No
530,Gregory Wilkins,Yes,No,Less,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,393.0,354.0,a private attorney,Dismissed,3.0,6.0,Probation,Yes,No,Yes
531,Kaitlin Flores,No,No,Unknown,Black,Superior Court,Female,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,768.0,144.0,a court-appointed lawyer,267/87,0.0,30.0,State Prison,Yes,Yes,Yes
532,Roger Hensley,Yes,Yes,Unclear,Black,Superior Court,Female,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,523.0,144.0,unknown,Nolle Prosequi,7.0,35.0,State Prison,Yes,Yes,Yes
533,Julia Obrien,No,No,More,Other,Superior Court,Female,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,51.0,a court-appointed lawyer,Other,10.0,45.0,State Prison,Yes,No,No
534,Kaitlin Flores,Yes,Yes,More,Hispanic,Superior Court,Female,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,677.0,194.0,unknown,267/87,4.0,14.0,Probation,No,Yes,No
535,Roger Hensley,Yes,Yes,Less,Black,District Court,Female,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,425.0,391.0,a private attorney,Dismissed,7.0,16.0,Probation,No,Yes,No
536,Marie Green,No,Yes,Unknown,Other,Superior Court,Female,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,444.0,522.0,unknown,Guilty verdict/finding,8.0,18.0,"State Prison,Probation",Yes,Yes,Yes
537,Julia Obrien,No,Yes,Unknown,Hispanic,Not yet determined,Female,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,750.0,unknown,267/87,9.0,29.0,County/Split,Yes,Yes,No
538,Marie Green,Yes,No,Less,Black,Not yet determined,Female,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,362.0,755.0,a court-appointed lawyer,Nolle Prosequi,9.0,18.0,Probation,No,No,Yes
539,Marie Green,No,Yes,Unknown,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,982.0,451.0,a court-appointed lawyer,Nolle Prosequi,5.0,11.0,"State Prison,Probation",Yes,Yes,No
540,Gregory Wilkins,No,No,Unknown,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,815.0,641.0,a private attorney,Other,10.0,46.0,County/Split,Yes,No,No
541,Kaitlin Flores,No,Yes,Unknown,Other,Superior Court,Female,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,249.0,753.0,from CPCS,Continuance without a finding,5.0,7.0,"State Prison,Probation",Yes,Yes,No
542,Kyle White,Yes,Yes,More,Other,Not yet determined,Male,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,507.0,37.0,from CPCS,Continuance without a finding,8.0,24.0,County/Split,Yes,Yes,Yes
543,Zachary Mccall,Yes,No,Unknown,Unknown,Superior Court,Male,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,788.0,76.0,a court-appointed lawyer,Dismissed,1.0,3.0,Probation,No,Yes,Yes
544,Gregory Wilkins,Yes,No,More,Black,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,222.0,746.0,a private attorney,Other,4.0,6.0,House of Corrections,Yes,Yes,Yes
545,Matthew Perez,No,No,More,Hispanic,District Court,Male,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,826.0,791.0,unknown,Other,3.0,14.0,Probation,No,No,Yes
546,Julia Obrien,Yes,Yes,Less,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,727.0,495.0,a court-appointed lawyer,Guilty verdict/finding,2.0,28.0,Probation,No,Yes,No
547,Matthew Perez,Yes,No,Unclear,Black,Superior Court,Female,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,986.0,178.0,a court-appointed lawyer,267/87,1.0,18.0,Probation,Yes,Yes,No
548,Paul Russell,No,Yes,Unknown,Unknown,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,104.0,693.0,unknown,Nolle Prosequi,4.0,20.0,State Prison,Yes,No,No
549,Roger Hensley,Yes,No,Less,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,161.0,unknown,Nolle Prosequi,1.0,2.0,State Prison,Yes,Yes,No
550,Matthew Perez,Yes,Yes,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,152.0,94.0,a court-appointed lawyer,Dismissed,7.0,29.0,House of Corrections,No,Yes,Yes
551,Julia Obrien,Yes,No,Less,White,District Court,Male,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,177.0,497.0,a private attorney,Nolle Prosequi,5.0,38.0,Probation,No,No,Yes
552,Zachary Mccall,No,Yes,Less,White,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,278.0,473.0,a court-appointed lawyer,267/87,8.0,16.0,County/Split,No,Yes,No
553,Marie Green,No,Yes,Unknown,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,914.0,560.0,a private attorney,Guilty verdict/finding,4.0,7.0,Probation,Yes,Yes,No
554,Gregory Wilkins,Yes,Yes,Unknown,Black,Not yet determined,Male,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,992.0,573.0,from CPCS,267/87,1.0,1.0,State Prison,Yes,Yes,Yes
555,Rebecca Becker,Yes,Yes,Unknown,Unknown,Not yet determined,Male,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,674.0,644.0,a private attorney,267/87,10.0,35.0,House of Corrections,No,Yes,No
556,Zachary Mccall,Yes,Yes,Unclear,Other,District Court,Male,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,520.0,429.0,a private attorney,267/87,10.0,36.0,County/Split,Yes,Yes,No
557,Kyle White,No,Yes,More,White,District Court,Male,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,357.0,282.0,a private attorney,Nolle Prosequi,5.0,35.0,Probation,No,No,Yes
558,Matthew Perez,No,Yes,Unknown,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,944.0,767.0,from CPCS,Continuance without a finding,5.0,32.0,State Prison,Yes,No,Yes
559,Kyle White,No,No,Less,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,270.0,621.0,a private attorney,Other,0.0,27.0,County/Split,Yes,Yes,No
560,Roger Hensley,Yes,Yes,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,419.0,697.0,a court-appointed lawyer,Continuance without a finding,4.0,34.0,Probation,No,Yes,No
561,Kyle White,No,No,More,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,377.0,284.0,from CPCS,Dismissed,10.0,2.0,"State Prison,Probation",No,No,No
562,Zachary Mccall,Yes,No,Unclear,Hispanic,Not yet determined,Female,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,655.0,333.0,from CPCS,Other,5.0,24.0,State Prison,Yes,Yes,No
563,Matthew Perez,Yes,Yes,More,White,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,565.0,275.0,unknown,Continuance without a finding,1.0,48.0,House of Corrections,No,No,No
564,Marie Green,Yes,No,Unclear,Unknown,District Court,Male,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,648.0,111.0,a private attorney,Other,4.0,47.0,State Prison,No,Yes,Yes
565,Kaitlin Flores,No,No,Less,Black,Not yet determined,Male,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,421.0,785.0,from CPCS,Guilty verdict/finding,2.0,3.0,County/Split,Yes,Yes,No
566,Marie Green,No,No,More,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,268.0,450.0,from CPCS,Dismissed,1.0,48.0,Probation,No,No,No
567,Kaitlin Flores,No,Yes,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,585.0,405.0,a private attorney,Other,9.0,28.0,State Prison,No,No,Yes
568,Zachary Mccall,Yes,No,More,Black,Superior Court,Male,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,808.0,556.0,a private attorney,Guilty verdict/finding,1.0,25.0,House of Corrections,Yes,No,Yes
569,Kyle White,No,No,More,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,157.0,562.0,from CPCS,Nolle Prosequi,0.0,27.0,Probation,Yes,No,Yes
570,Marie Green,No,No,More,Black,Not yet determined,Female,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,760.0,439.0,unknown,Nolle Prosequi,3.0,29.0,Probation,No,No,No
571,Julia Obrien,Yes,No,Unclear,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,760.0,192.0,unknown,Guilty verdict/finding,6.0,31.0,Probation,Yes,Yes,Yes
572,Julia Obrien,Yes,Yes,Less,Hispanic,Not yet determined,Male,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,971.0,628.0,unknown,Dismissed,1.0,14.0,County/Split,Yes,Yes,No
573,Zachary Mccall,Yes,Yes,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,858.0,80.0,from CPCS,Guilty verdict/finding,0.0,19.0,County/Split,Yes,Yes,Yes
574,Zachary Mccall,No,No,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,760.0,188.0,from CPCS,Nolle Prosequi,7.0,40.0,Probation,Yes,Yes,Yes
575,Kaitlin Flores,Yes,No,More,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,450.0,645.0,from CPCS,267/87,5.0,50.0,Probation,Yes,No,Yes
576,Paul Russell,Yes,Yes,Less,Black,District Court,Male,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,919.0,71.0,a court-appointed lawyer,Dismissed,3.0,5.0,House of Corrections,Yes,Yes,Yes
577,Matthew Perez,No,Yes,Unknown,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,758.0,75.0,from CPCS,Continuance without a finding,9.0,9.0,House of Corrections,Yes,No,No
578,Rebecca Becker,Yes,Yes,More,Other,District Court,Male,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,166.0,242.0,from CPCS,Other,5.0,9.0,State Prison,Yes,Yes,No
579,Gregory Wilkins,Yes,Yes,Less,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,667.0,407.0,from CPCS,267/87,4.0,46.0,Probation,Yes,Yes,No
580,Julia Obrien,No,Yes,Less,Other,District Court,Female,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,421.0,224.0,from CPCS,Other,10.0,32.0,"State Prison,Probation",Yes,Yes,No
581,Julia Obrien,No,No,Less,White,District Court,Female,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,550.0,696.0,a private attorney,Guilty verdict/finding,2.0,20.0,Probation,No,Yes,Yes
582,Marie Green,Yes,Yes,Less,White,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,722.0,95.0,unknown,Continuance without a finding,8.0,50.0,County/Split,No,Yes,Yes
583,Kaitlin Flores,Yes,Yes,More,Black,District Court,Female,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,764.0,111.0,from CPCS,Dismissed,0.0,33.0,Probation,No,Yes,Yes
584,Kyle White,Yes,No,Unclear,White,Not yet determined,Male,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,169.0,472.0,unknown,Dismissed,7.0,15.0,"State Prison,Probation",No,Yes,No
585,Roger Hensley,Yes,No,Unknown,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,644.0,307.0,unknown,Other,0.0,18.0,County/Split,Yes,No,Yes
586,Gregory Wilkins,No,No,Unclear,Other,Not yet determined,Male,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,737.0,219.0,a court-appointed lawyer,Other,0.0,25.0,Probation,No,No,Yes
587,Roger Hensley,Yes,Yes,Less,Unknown,Not yet determined,Male,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,833.0,595.0,from CPCS,267/87,5.0,40.0,Probation,No,No,Yes
588,Julia Obrien,Yes,Yes,Unclear,Hispanic,District Court,Female,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,852.0,798.0,a private attorney,Nolle Prosequi,9.0,33.0,Probation,Yes,No,No
589,Julia Obrien,Yes,Yes,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,655.0,641.0,a court-appointed lawyer,Dismissed,3.0,23.0,"State Prison,Probation",No,Yes,No
590,Zachary Mccall,No,Yes,Less,Hispanic,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,567.0,223.0,unknown,Nolle Prosequi,8.0,34.0,State Prison,No,No,Yes
591,Matthew Perez,No,No,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,177.0,414.0,a court-appointed lawyer,Dismissed,5.0,26.0,House of Corrections,No,Yes,Yes
592,Paul Russell,No,Yes,Unknown,White,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,777.0,448.0,unknown,Nolle Prosequi,5.0,46.0,"State Prison,Probation",Yes,Yes,Yes
593,Julia Obrien,Yes,Yes,More,Other,Not yet determined,Male,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,440.0,6.0,from CPCS,Dismissed,9.0,34.0,County/Split,Yes,Yes,No
594,Gregory Wilkins,No,No,Less,Hispanic,Not yet determined,Female,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,583.0,288.0,from CPCS,Continuance without a finding,2.0,4.0,County/Split,No,Yes,No
595,Kaitlin Flores,Yes,Yes,Less,Hispanic,Superior Court,Female,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,917.0,681.0,unknown,Other,6.0,43.0,"State Prison,Probation",No,No,Yes
596,Rebecca Becker,Yes,No,Unknown,Unknown,Superior Court,Male,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,774.0,196.0,from CPCS,Nolle Prosequi,2.0,10.0,House of Corrections,Yes,Yes,No
597,Roger Hensley,Yes,No,Less,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,885.0,220.0,a court-appointed lawyer,Nolle Prosequi,3.0,37.0,State Prison,No,Yes,No
598,Marie Green,Yes,No,Less,Unknown,Superior Court,Male,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,910.0,10.0,from CPCS,267/87,8.0,18.0,Probation,Yes,Yes,Yes
599,Marie Green,No,Yes,Unknown,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,266.0,789.0,from CPCS,Nolle Prosequi,1.0,21.0,State Prison,Yes,Yes,No
600,Kaitlin Flores,No,Yes,More,Black,Superior Court,Male,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,421.0,265.0,from CPCS,Other,10.0,48.0,County/Split,No,No,Yes
601,Marie Green,No,No,Unknown,White,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,799.0,696.0,a court-appointed lawyer,Nolle Prosequi,2.0,38.0,County/Split,Yes,No,No
602,Zachary Mccall,No,No,More,Unknown,District Court,Male,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,264.0,4.0,unknown,Other,6.0,29.0,House of Corrections,No,Yes,No
603,Marie Green,No,Yes,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1000.0,529.0,a court-appointed lawyer,Guilty verdict/finding,0.0,7.0,"State Prison,Probation",Yes,No,No
604,Kaitlin Flores,Yes,No,More,White,Not yet determined,Male,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,829.0,561.0,from CPCS,Nolle Prosequi,8.0,7.0,State Prison,No,Yes,No
605,Zachary Mccall,Yes,No,Unknown,Black,Not yet determined,Male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,428.0,165.0,a court-appointed lawyer,Nolle Prosequi,0.0,47.0,State Prison,Yes,Yes,No
606,Marie Green,Yes,No,Less,Black,District Court,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,507.0,unknown,Guilty verdict/finding,7.0,27.0,Probation,Yes,Yes,No
607,Paul Russell,No,Yes,Less,Hispanic,District Court,Female,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,944.0,36.0,from CPCS,Guilty verdict/finding,9.0,49.0,Probation,Yes,Yes,No
608,Marie Green,Yes,No,Unknown,Unknown,District Court,Male,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,666.0,84.0,from CPCS,Continuance without a finding,7.0,29.0,House of Corrections,Yes,No,Yes
609,Roger Hensley,No,Yes,Unclear,Black,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,144.0,614.0,a court-appointed lawyer,Other,2.0,18.0,House of Corrections,Yes,Yes,No
610,Roger Hensley,No,No,Less,Black,Superior Court,Male,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,609.0,444.0,unknown,Continuance without a finding,2.0,35.0,House of Corrections,No,Yes,No
611,Kaitlin Flores,No,No,Less,Hispanic,Superior Court,Male,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,727.0,382.0,from CPCS,267/87,0.0,22.0,State Prison,No,Yes,No
612,Kyle White,Yes,Yes,Unclear,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,843.0,761.0,a private attorney,Other,8.0,24.0,Probation,No,No,No
